Name,City,Phone,Type,Service,Location,Discount
星巴克国贸中心第二店,北京,6535 7208,餐饮,酒吧，咖啡厅、茶馆,朝阳区建国门外大街1号国贸中心国贸写字楼2座2层07-08,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克贵友大厦店,北京,6562 9350,餐饮,酒吧，咖啡厅、茶馆,朝阳区建国门外大街甲5号贵友大厦东侧,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克富力家园店,北京,5903 7387,餐饮,酒吧，咖啡厅、茶馆,朝阳区东三环中路63号（双井桥西北侧）富力大厦1层101,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克方庄贵友大厦店,北京,8767 9249,餐饮,酒吧，咖啡厅、茶馆,丰台区方庄方星园6号，贵友方庄百货商场首层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克银泰中心店,北京,8517 1658,餐饮,酒吧，咖啡厅、茶馆,朝阳区建国门外大街2号银泰中心B1-B38—B39,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克新光天地店,北京,6533 1323,餐饮,酒吧，咖啡厅、茶馆,朝阳区建国路87号新光天地购物中心F1层D1001单元,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克万达广场店,北京,6581 2558,餐饮,酒吧，咖啡厅、茶馆,朝阳区建国路93号院A座万达广场东区新世界彩旋百货首层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
华润超市（河畔丽景店）,北京,8952 5946,零售,购物,通州区通胡大街25号河畔丽景商业楼,与非持卡人同等优惠
星巴克双子座大厦店,北京,6568 6408,餐饮,酒吧，咖啡厅、茶馆,朝阳区建国门外大街乙12号北京双子座大厦首层L101,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克世茂大厦店,北京,8580 9016,餐饮,酒吧，咖啡厅、茶馆,朝阳区建国路甲92号北京世茂大厦首层102单元,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克建外现代城店,北京,5869 0273,餐饮,酒吧，咖啡厅、茶馆,朝阳区东三环中路39号建外SOHO5号别墅01户,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克嘉里中心店,北京,8529 9401,餐饮,酒吧，咖啡厅、茶馆,朝阳区光华路一号嘉里中心首层01单元,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克华茂店,北京,6530 5766,餐饮,酒吧，咖啡厅、茶馆,朝阳区建国路79号北京华茂购物中心L121及L223&224#,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
味多美（大兴鑫缘店）,北京,5157 7950,面包房、糕点,面包房、糕点,大兴区南小街东口北30米鑫缘联华底层,
31种冰淇淋金玉店,北京,8855 7366,面包房、糕点,面包房、糕点,海淀区西三环北里100号金玉大厦一层,9.5折优惠
星巴克新东安店,北京,6525 5710,餐饮,酒吧，咖啡厅、茶馆,东城区王府井大街138号新东安市场地下一层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克中粮广场店,北京,6526 3771,餐饮,酒吧，咖啡厅、茶馆,东城区建国门内大街8号中粮广场C座一层125,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克新世界店,北京,6708 7068,餐饮,酒吧，咖啡厅、茶馆,崇文区崇文门外大街3号新世界,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克华润大厦店,北京,8519 2998,餐饮,酒吧，咖啡厅、茶馆,东城区建国门北大街8号华润大厦首层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克东方广场西区店,北京,8518 5163,餐饮,酒吧，咖啡厅、茶馆,东城区东长安街1号东方广场东方新天地商场地下一层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克东方广场东区店,北京,8518 8064,餐饮,酒吧，咖啡厅、茶馆,东城区东长安街1号东方广场东公寓汇贤豪庭平台层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克金宝大厦店,北京,8522 1661,餐饮,酒吧，咖啡厅、茶馆,东城区金宝街89号金宝大厦写字楼一层04商铺,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克新族大厦店,北京,6595 4675,餐饮,酒吧，咖啡厅、茶馆,朝阳区日坛路6号新族大厦首层1B,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克庄胜崇光店,北京,6310 4865,餐饮,酒吧，咖啡厅、茶馆,宣武区宣武门外大街8号北京庄胜崇光百货新馆B1层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克百盛店,北京,6605 8377,餐饮,酒吧，咖啡厅、茶馆,西城区复内大街101号复兴门百盛商场二期一层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克远洋大厦店,北京,6641 6538,餐饮,酒吧，咖啡厅、茶馆,西城区复兴门内大街158号远洋大厦首层G03A,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克时代广场店,北京,8391 3422,餐饮,酒吧，咖啡厅、茶馆,西城区西长安街88号首都时代广场一层S-110,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克金树街店,北京,6622 0355,餐饮,酒吧，咖啡厅、茶馆,西城区金融街金融中心F区,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克英蓝国际店,北京,6655 5528,餐饮,酒吧，咖啡厅、茶馆,西城区金融大街7号英蓝国际金融中心首层F111-F112单元,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克大悦城店,北京,5971 6308,餐饮,酒吧，咖啡厅、茶馆,西城区西单北大街131号西单大悦城2F-33号商铺,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克中友百货店,北京,6601 7188,餐饮,酒吧，咖啡厅、茶馆,西城区西单北大街中友百货店一层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克建威大厦店,北京,6801 8027,餐饮,酒吧，咖啡厅、茶馆,西城区南礼士路66号建威大厦一层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克新中关大厦店,北京,8248 6056,餐饮,酒吧，咖啡厅、茶馆,海淀区中关村大街19号新中关大厦首层L128A,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克远大路金源店,北京,8889 1255,餐饮,酒吧，咖啡厅、茶馆,海淀区远大路1号金源燕莎MALL首层1016,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克华宇时尚店,北京,5162 6616,餐饮,酒吧，咖啡厅、茶馆,海淀区中关村南大街2号数码大厦B座华宇时尚购物中心内,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克鼎好大厦店,北京,8269 8072,餐饮,酒吧，咖啡厅、茶馆,海淀区海淀大街3号鼎好电子大厦1层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克中关村家乐福店,北京,5172 1504,餐饮,酒吧，咖啡厅、茶馆,海淀区中关村西区家乐福购物中心B2-6&7,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克金码大厦店,北京,8283 8391,餐饮,酒吧，咖啡厅、茶馆,海淀区清华东路2号金码大厦A座首层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克大恒大厦店,北京,8282 7945,餐饮,酒吧，咖啡厅、茶馆,海淀区苏州街3号大恒科技大厦首层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克阳光广场店,北京,6481 0687,餐饮,酒吧，咖啡厅、茶馆,朝阳区亚运村安立路68号阳光广场一层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克安贞店,北京,64451941,餐饮,酒吧，咖啡厅、茶馆,朝阳区安贞西里安贞华联商厦首层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克龙德广场店,北京,8481 6158,餐饮,酒吧，咖啡厅、茶馆,昌平区立汤路186号龙德广场首层F158,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克盈科中心店,北京,6539 3501,餐饮,酒吧，咖啡厅、茶馆,朝阳区工体北路甲2号盈科中心1层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克亮马河大厦店,北京,6590 0522,餐饮,酒吧，咖啡厅、茶馆,朝阳区东三环北路8号亮马大厦一层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克金台路店,北京,8599 1390-258,餐饮,酒吧，咖啡厅、茶馆,朝阳区金台路甲19号,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克财富中心店,北京,6530 9038,餐饮,酒吧，咖啡厅、茶馆,朝阳区东三环中路7号财富中心一期写字楼首层E103,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克世贸天阶店,北京,6587 1579,餐饮,酒吧，咖啡厅、茶馆,朝阳区东大桥东侧路光华路9号世贸天阶中心A座一层L123号,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克远洋天地店,北京,8586 8829,餐饮,酒吧，咖啡厅、茶馆,朝阳区东四环中路56号远洋国际中心A座首层109号单元,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克蓝色港湾（圣拉娜）店,北京,5905 6343,餐饮,酒吧，咖啡厅、茶馆,朝阳区朝阳公园路6号蓝色港湾国际商区1座C1-3单元首层、二层C1-3单元及二层阳台,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克新中街（瑞士公寓）店,北京,6551 3686,餐饮,酒吧，咖啡厅、茶馆,东城区新中街瑞士公寓1、2层L103&L202A,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克三里屯店,北京,6416 5068,餐饮,酒吧，咖啡厅、茶馆,朝阳区三里屯路19号院 10号楼 10-1-5. 10-1-6,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克东方东路（外交公寓） 店,北京,8532 2238,餐饮,酒吧，咖啡厅、茶馆,朝阳区东方东路19号外交公寓A座会所2号商铺,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克天荷坊店,北京,6657 1489,餐饮,酒吧，咖啡厅、茶馆,西城区什刹海前海西沿甲19号,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克丰联广场店,北京,6588 0503,餐饮,酒吧，咖啡厅、茶馆,朝阳区朝阳门外大街丰联广场一层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克日祥广场店,北京,8046 4360,餐饮,酒吧，咖啡厅、茶馆,顺义区天竺房地产开发区日祥广场,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克机场一店,北京,6454 0916,餐饮,酒吧，咖啡厅、茶馆,顺义区首都国际机场1号航站楼一层公共区东侧,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克机场二店,北京,6459 2652,餐饮,酒吧，咖啡厅、茶馆,顺义区首都国际机场2号航站楼一层国际到港厅,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克望京鹏景阁店,北京,8472 4218,餐饮,酒吧，咖啡厅、茶馆,朝阳区望京湖光中街1号鹏景阁首层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克机场三店,北京,6459 8130,餐饮,酒吧，咖啡厅、茶馆,顺义区首都国际机场2号航站楼国际隔离区内,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克海润店,北京,5135 8311,餐饮,酒吧，咖啡厅、茶馆,朝阳区机场辅路将台路甲2号海润国际公寓底商1层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克机场四店,北京,6453 2705,餐饮,酒吧，咖啡厅、茶馆,顺义区首都机场3号航站楼出发大厅A4E012#,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克机场五店,北京,6453 2708,餐饮,酒吧，咖啡厅、茶馆,顺义区首都机场3号航站楼到达大厅A2LE08#,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克丽都店,北京,6437 6825,餐饮,酒吧，咖啡厅、茶馆,朝阳区将台路丽都广场丽都商厦首层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
家乐福（姚家园店）,北京,5119 3238,零售,购物,朝阳区姚家园甲1号东方基业汽车城一层地下一层,无折扣
看购电影卡,北京,400 677 6511,文娱休闲,旅行（包括旅行社和定票，培训，KTV）,朝阳区建国路93号万达广场A座1603,雅高持卡人可享受北京30余家影院一兑一刷卡换电影票，每张34元-45元
倍丽莎美发沙龙（LA BELLEZA）,北京,8522 1626,美容美发,美容美发,东城区金宝街88号金宝购物中心408,9折优惠；
迪信通（西单华威店）,北京,6605 0386,零售,购物,西城区西单华威大厦三层,雅高持卡人刷卡消费享受同等现金待遇，购买各种充值卡需同时加付5%服务费，购买手机及配件不加收任何费用。
味多美（达官营店）,北京,6338 1421,面包房、糕点,面包房、糕点,宣武区达官营长虹商场西南角,
和合谷（前门店）,北京,6315 5339,餐饮,中式快餐便当,崇文区前门大街81号,9.5折或享受店内一切优惠活动
味多美（和平门店）,北京,6315 8357,面包房、糕点,面包房、糕点,宣武区南新华街甲1号瑞驰大酒店一层,
味多美（东小口店）,北京,6412 0316,面包房、糕点,面包房、糕点,昌平区东小口镇陈营村商业中心一层,
将太无二（蓝色港湾店）,北京,5905 6369,餐饮,日韩料理,朝阳公园6号蓝色港湾DS06,9.5折优惠（酒水、特价菜除外，不享受折上折）；
将太无二（瑞士公寓店）,北京,6553 5358,餐饮,日韩料理,东城区工体北路66号B133,9.5折优惠（酒水、特价菜除外，不享受折上折）；
好利来（定福庄店）,北京,5130 9129,面包房、糕点,面包房、糕点,朝阳区定福庄西街南口甲1号天客隆超市一层,9折优惠，优惠券除外
好利来（曙光西里店）,北京,5867 7148,面包房、糕点,面包房、糕点,朝阳区曙光西里时间国际A栋1号商铺一层,9折优惠，优惠券除外
好利来（姚家园店）,北京,5119 3149,面包房、糕点,面包房、糕点,朝阳区姚家园路甲一号活力东方奥特莱斯一层家乐福超市入口,9折优惠，优惠券除外
上岛咖啡(（丹棱店）,北京,5875 2308,餐饮,美容美发,海淀区丹棱街3号中国电子大厦A座一层101室,85折优惠（特价、新品、烟酒、软饮和部分小吃除外）;
赛百味（融科橄榄城店）,北京,6479 7633,餐饮,西餐,朝阳区望京东园五区14号楼26,享受店内同等折扣优惠;
心远阁酒窖www.xyuange.com,北京,8312 2094,餐饮,酒吧，咖啡厅、茶馆,宣武区宣武门西大街24号楼2门318室,85折优惠;
秀域（国贸店）,北京,5869 2669,美容美发,美容美发,朝阳区国贸桥西南角　建外SOHO大厦1号楼803室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（双井店）,北京,8776 0027,美容美发,美容美发,朝阳区双井桥家乐福旁 石韵浩庭1号楼5门501室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（燕莎店）,北京,8453 1160,美容美发,美容美发,朝阳区燕莎桥往西500米世方豪庭Ａ座1913室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（宣武店）,北京,6310 6312,美容美发,美容美发,宣武区崇光百货往南200米　椿树园15号楼A201室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（方庄店）,北京,8763 7129,美容美发,美容美发,丰台区方庄时代芳群2号楼1单元102室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（公主坟店）,北京,5192 1153,美容美发,美容美发,海淀复兴路47号 天行健商务大厦501室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（望京店）,北京,84722923,美容美发,美容美发,朝阳区望京广顺南大街娜丽莎大厦3层,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（崇文门店）,北京,6717 6506,美容美发,美容美发,崇文区东花市南里富贵园小区1区5号楼2单元102号底商,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（双安店）,北京,5162 6249,美容美发,美容美发,海淀区区北京科技会展中心1号楼公寓B座甲15层N室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（通州店）,北京,8081 2997,美容美发,美容美发,通州区果园地铁往东金源泉小区1号楼11号底商,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（阜成门店）,北京,6805 5549,美容美发,美容美发,西城区万明园13号楼二楼 万通新世界商场南门,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（紫竹桥店）,北京,6847 0191,美容美发,美容美发,海淀紫竹桥西北角香格里拉西侧华澳中心嘉慧苑西门826室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（草桥店）,北京,8788 7859,美容美发,美容美发,丰台区嘉园二里东门马家堡电话局对面时代风帆1区11楼1101（美廉美楼上）,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（远大店）,北京,8859 9814,美容美发,美容美发,海淀区远大路20号B座7层（姜杰钢琴城楼下）,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（四惠店）,北京,8586 5178,美容美发,美容美发,朝阳区八里庄西里远洋天地56号楼2单元102室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（马连道店）,北京,6342 0358,美容美发,美容美发,宣武区马莲道东街15号院2号楼107室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（天通苑店）,北京,8484 6956,美容美发,美容美发,昌平区天通西苑1区46号楼1单元101室（底商）,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（东高地店）,北京,5238 3298,美容美发,美容美发,大兴区旧宫镇万源路利通富城写字楼3018室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（甘家口店）,北京,6830 4953,美容美发,美容美发,海淀区建设部大院丙10楼二楼,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（洋桥店）,北京,8725 1598,美容美发,美容美发,丰台区西罗园三区乙1号楼107室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（西单店）,北京,6603 4798,美容美发,美容美发,西城区中京畿道1号二层,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（三元桥店）,北京,6461 9443,美容美发,美容美发,朝阳区新源街二层16号,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（牡丹园店）,北京,82030 103,美容美发,美容美发,海淀区花园东路甲32号仰源大厦401室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（东直门店）,北京,8454 9189,美容美发,美容美发,东方银座D座10D,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（陶然亭店）,北京,5125 2342,美容美发,美容美发,宣武区南横东街陶然北岸5号楼12号商铺2层,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（回龙观店）,北京,8174 6311,美容美发,美容美发,昌平区冠庭中心10号楼3层1单元301室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（清芷园店）,北京,8350 5448,美容美发,美容美发,宣武区育新街47号清芷园11号楼B座0.P,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（蒋宅口店）,北京,6440 8448,美容美发,美容美发,朝阳区外馆东街51号柳青居319室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（木樨园店）,北京,8787 3933,美容美发,美容美发,丰台区永外果园43号珠江骏景中区底商112号,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（石景山店）,北京,6868 5234,美容美发,美容美发,石景山玉泉西里二区7号楼三单元102,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（和平里店）,北京,6448 3848,美容美发,美容美发,东城区民旺园32号楼4单元0202室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（朝阳公园店）,北京,6500 5213,美容美发,美容美发,朝阳区六里屯丽水嘉园1号楼1804室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（万柳店）,北京,8263 6345,美容美发,美容美发,北京市海淀区小南庄怡秀园8号楼二层南侧,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（菜百店）,北京,6352 7698,美容美发,美容美发,宣武区牛街街道办事处广内大街210号西华经典A座2202室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（亚运村店）,北京,6491 8279,美容美发,美容美发,朝阳区亚运村北辰购物中心往北 阳光广场A2座1701/1702室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（永定路店）,北京,8820 3556,美容美发,美容美发,海淀区复兴路甲36号 百朗园A2段 0822/823室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（安贞店）,北京,6444 9925,美容美发,美容美发,朝阳区安贞桥西华联市场后面仟村商务楼B座909室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（五道口店）,北京,8286 6772,美容美发,美容美发,海淀区成府路华清嘉园甲15号楼207室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（中关村店）,北京,8252 3180,美容美发,美容美发,中关村科学院南路 中关村二桥南,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（芳星园店）,北京,8767 1337,美容美发,美容美发,丰台区方庄芳星园2区甲3号院4号楼1006室,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
秀域（小西天店）,北京,8229 1823,美容美发,美容美发,北太平庄远洋风景7号楼2层C3,出示雅高卡第一次免费体验（仅限初次），后期消费9折（特价项目除外）或享受VIP待遇；
全明星滑冰俱乐部,北京,5905 6328,健身,健身,朝阳区朝阳西路6号蓝色港湾国际商区首层,购买一年期年卡给予95折优惠
特力屋来福士店,北京,6772 8007,零售,购物,东城区东直门南大街1号来福士购物中心四层,
丰收蟹庄,北京,6416 1166,餐饮,其它中餐,朝阳区朝外大街19号（华普国际大厦714房间）,
华润超市（安苑北里店）,北京,6492 9238,零售,购物,朝阳区安苑北里14号楼1层底墒,与非持卡人同等优惠
北京硬石餐厅,北京,65906688-2571,餐饮,西餐,东三环北路8号亮马河饭店,食品及饮料9折优惠（不含服务费），当甲方店内有特殊优惠低于本协议优惠条件时，乙方持卡人享受最优惠条件。
伊尔萨洗衣（双桥店）,北京,5921 4285,其他,干洗等,朝阳区建国路15号院华龙美树小区2号楼1单元底墒,单次消费8.5折（购本店储值卡、服装修补、皮衣保养、地毯清洗无折扣）；
王品（国贸店）,北京,6566 9228,餐饮,西餐,朝阳区建外大街永安东里米阳大厦首层,无优惠，等同现金消费待遇；
王品（亚运村店）,北京,8498 5734,餐饮,西餐,朝阳区北辰东路8号院北辰时代大厦地下一层B10(（北辰购物中心南100米）,无优惠，等同现金消费待遇；
王品（西单店）,北京,5851 8200,餐饮,西餐,西城区华远街置地星座9号楼下层广场（中国银行总行西北角）,无优惠，等同现金消费待遇；
西堤（崇文门店）,北京,6720.59782608696,餐饮,西餐,崇文区崇外大街18号国瑞城3层,无优惠，等同现金消费待遇；
西堤（西直门店）,北京,5851.97530864198,餐饮,西餐,西城区西直门外大街1号西环广场T1三层,无优惠，等同现金消费待遇；
西堤（庄胜崇光店）,北京,6310.47178209008,餐饮,西餐,宣武区宣武门外大街8号庄胜崇光百货新馆5F,无优惠，等同现金消费待遇；
芝麻开门,北京,5172 2709,便利店,便利店,海淀区中关村广场购物中心儿童新天地C323,订购千元以下套系享受9折优惠或获赠价值200元赠品；订购千元以上套系享受88折优惠或获赠价值300元赠品；所有持卡用户每年还可享受芝麻开门提供的以下增服务：每年获赠全家福照片一张（仅底片）；凡是孩子（限8岁以下）生日当天进店拍摄生日照均可免费获赠照片2张（仅底片）。
乐友（三环新城店）,北京,8320 7196,零售,购物,丰台区丰桥路三环新城6号院甲8号楼16/17号,享受其会员待遇
华润（芳菲路店）,北京,8361 8022,零售,购物,丰台区万年花城万芳园1区1号商业楼1层,
沪景园,北京,8525 1181,餐饮,其它中餐,朝阳区朝阳门外大街16号中国人寿大厦4层,9折优惠（烟酒、海鲜、燕鲍翅除外）；
味多美（密云果园店）,北京,6909 0046,面包房、糕点,面包房、糕点,密云区果园路1号物美大卖场1层,
乐天玛特（公益桥店）,北京,8756 4521,零售,购物,丰台区城南嘉园益城园16号楼底墒,
星巴克前门店,北京,6301 0108,餐饮,酒吧，咖啡厅、茶馆,崇文区前门大街1-1号,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
星巴克王府井店,北京,6512 7818,餐饮,酒吧，咖啡厅、茶馆,东城区王府井大街253号王府井百货大楼首层,享受对普通顾客提供的优惠；持卡不能购买星巴克咖啡饮料券；
味多美（亚非大厦店）,北京,6491 3746,面包房、糕点,面包房、糕点,朝阳区惠新西桥亚非大厦1层（北四环）,
祖母的厨房（五道口店）,北京,6266 6105,餐饮,西餐,海淀区成府路28号优胜大厦5层516号,95折优惠；
祖母的厨房（建外SOHO店）,北京,5869 3055,餐饮,西餐,朝阳区东三环中路39号建外SOHOB座0103号,95折优惠；
祖母的厨房（秀水店）,北京,6503 2893,餐饮,西餐,朝阳区建国门外秀水南街甲11号,95折优惠；
祖母的厨房（南池子店）,北京,6528 2790,餐饮,西餐,东城区南池子大街47-2号,95折优惠；
好利来（马连道店）,北京,6344 9171,面包房、糕点,面包房、糕点,宣武区马连道东街15号,9折优惠，优惠券除外
味多美（西三旗店）,北京,6271 7441,面包房、糕点,面包房、糕点,昌平区回龙观镇南店村天圆鑫荣市场门面房16号,
味多美（马甸桥东店）,北京,6201 7642,面包房、糕点,面包房、糕点,西城区北三环路14号德胜饭店1楼,
多乐之日北京南站店,北京,5133 1101,面包房、糕点,面包房、糕点,丰台区北京南站商业高架层首层D102号,面包、糕点9折优惠，当店内有更优惠条件时，持卡人享受最优惠条件
多乐之日红街店,北京,6514.42105263158,面包房、糕点,面包房、糕点,朝阳区工人体育场东路甲2号中国红街首层,面包、糕点9折优惠，当店内有更优惠条件时，持卡人享受最优惠条件
多乐之日国贸店,北京,5130 9969,面包房、糕点,面包房、糕点,朝阳区光华路甲14号诺安大厦1层,面包、糕点9折优惠，当店内有更优惠条件时，持卡人享受最优惠条件
